City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,pechora,65.1472,57.2244,264.74,95,100,1.79,RU,1699890663
353,lerwick,60.1545,-1.1494,281.15,75,64,11.96,GB,1699890664
354,villajoyosa,38.5075,-0.2335,300.53,65,34,1.21,ES,1699890664
355,tranovaho,38.5075,-0.2335,300.53,65,34,1.21,ES,1699890664
356,el alto,-4.2714,-81.2147,297.96,66,2,5.94,PE,1699890664
357,gallivare,-4.2714,-81.2147,297.96,66,2,5.94,PE,1699890664
358,levokumskoye,44.8219,44.6606,286.22,63,100,3.2,RU,1699890665
359,jabor,5.921,169.6434,301.14,81,99,4.82,MH,1699890665
360,doka,13.5167,35.7667,303.95,33,33,3.1,SD,1699890665
361,port isabel,26.0734,-97.2086,291.17,91,100,7.2,US,1699890665
362,nieuw amsterdam,5.8833,-55.0833,308.72,55,40,5.14,SR,1699890666
363,brookings,44.3114,-96.7984,282.1,75,0,0.0,US,1699890661
364,constantia,44.1833,28.65,281.53,54,93,2.07,RO,1699890666
365,saint-philippe,-21.3585,55.7679,296.92,84,53,2.59,RE,1699890617
366,east end,34.5507,-92.341,288.26,64,100,0.45,US,1699890666
367,mossel bay,-34.1831,22.146,292.11,73,96,8.41,ZA,1699890667
368,kemijarvi,66.7131,27.4306,265.55,94,100,2.51,FI,1699890667
369,salekhard,66.53,66.6019,254.52,95,7,1.51,RU,1699890667
370,touros,-5.1989,-35.4608,304.14,55,30,5.7,BR,1699890667
371,harrogate,53.9908,-1.5373,284.9,87,75,15.95,GB,1699890668
372,las heras,-46.5419,-68.9359,288.73,25,100,16.11,AR,1699890668
373,kamloops,50.6665,-120.3192,279.7,61,75,6.69,CA,1699890384
374,coquimbo,-29.9533,-71.3436,290.0,67,0,5.66,CL,1699890419
375,muisne,0.6,-80.0333,298.89,84,100,4.41,EC,1699890669
376,boa vista,2.8197,-60.6733,306.14,49,20,6.69,BR,1699890387
377,kargasok,59.0556,80.8572,269.8,92,56,4.92,RU,1699890669
378,kimbe,-5.5502,150.1429,296.53,87,94,2.07,PG,1699890669
379,san pedro pochutla,15.7333,-96.4667,303.99,54,19,1.73,MX,1699890669
380,saynshand,44.8824,110.1163,266.45,56,54,2.45,MN,1699890669
381,hirara,24.8,125.2833,294.3,60,100,7.2,JP,1699890670
382,champerico,14.3,-91.9167,304.45,70,10,0.76,GT,1699890670
383,weno,7.4515,151.8468,298.12,100,100,1.54,FM,1699890670
384,cangzhou,38.3167,116.8667,276.25,43,100,3.05,CN,1699890670
385,espargos,38.3167,116.8667,276.25,43,100,3.05,CN,1699890670
386,pigeon forge,35.7884,-83.5543,289.96,70,0,0.0,US,1699890409
387,as sulayyil,20.4607,45.5779,302.29,28,36,4.37,SA,1699890671
388,safotu,-13.4513,-172.4018,301.26,79,69,1.1,WS,1699890671
389,barah,13.7,30.3667,306.91,21,23,4.87,SD,1699890671
390,westport,41.1415,-73.3579,280.53,58,0,1.34,US,1699890671
391,fortuna,40.5982,-124.1573,284.81,94,100,2.24,US,1699890672
392,fort saskatchewan,53.7168,-113.2187,276.58,51,100,3.09,CA,1699890397
393,solleftea,63.1667,17.2667,270.07,94,100,2.35,SE,1699890672
394,saint-cyprien-plage,42.6323,3.0333,294.4,52,0,1.54,FR,1699890672
395,sol'-iletsk,51.1631,54.9918,279.21,64,100,7.76,RU,1699890655
396,floro,61.5996,5.0328,278.69,70,20,3.6,NO,1699890672
397,mirriah,13.7073,9.1501,309.49,16,0,1.03,NE,1699890673
398,longboat key,27.4125,-82.659,299.17,78,40,5.66,US,1699890382
399,outjo,-20.1167,16.15,302.35,29,96,4.51,NA,1699890673
400,wynyard,-41.0,145.7167,284.24,75,97,4.83,AU,1699890674
401,roccella ionica,38.322,16.4009,292.09,76,14,6.47,IT,1699890674
402,puerto baquerizo moreno,-0.9,-89.6,299.7,74,75,5.66,EC,1699890674
403,les anglais,18.3054,-74.2197,304.23,60,6,3.64,HT,1699890674
404,aswan,24.0934,32.907,305.76,40,0,3.09,EG,1699890675
405,deqen,29.9618,90.7188,272.92,19,2,1.57,CN,1699890675
406,pangoa,-12.1167,-73.0,300.75,81,25,0.63,PE,1699890675
407,yamada,39.4667,141.95,278.06,78,55,1.6,JP,1699890675
408,piti village,13.4626,144.6933,301.64,86,40,5.66,GU,1699890676
409,nadym,65.5333,72.5167,259.85,92,7,4.84,RU,1699890676
410,pacific grove,36.6177,-121.9166,284.88,89,100,1.54,US,1699890428
411,dali,25.7,100.1833,285.23,85,8,2.06,CN,1699890676
412,irbit,57.6705,63.071,275.21,92,100,3.44,RU,1699890677
413,quang ngai,15.1167,108.8,297.34,93,95,2.43,VN,1699890677
414,timaru,-44.4,171.25,284.86,93,73,1.01,NZ,1699890516
415,al wakrah,24.85,51.3333,301.2,51,100,2.39,QA,1699890677
416,marand,38.4329,45.7749,287.47,46,7,1.94,IR,1699890677
417,al hoceima,35.2433,-3.9309,294.72,64,0,2.06,MA,1699890678
418,macusani,-14.0833,-70.4333,284.22,58,55,2.84,PE,1699890678
419,pestretsy,55.7531,49.6545,280.23,86,100,7.48,RU,1699890678
420,slyudyanka,51.6594,103.7061,268.83,80,93,2.44,RU,1699890678
421,labytnangi,66.6572,66.4183,256.29,92,7,2.23,RU,1699890678
422,ad dilam,23.9915,47.1627,302.38,36,100,3.44,SA,1699890679
423,choyr,46.3611,108.3611,261.14,72,23,0.42,MN,1699890679
424,ayer hangat,46.3611,108.3611,261.14,72,23,0.42,MN,1699890679
425,new norfolk,-42.7826,147.0587,285.33,77,100,2.16,AU,1699890680
426,kuraymah,18.55,31.85,306.25,16,5,1.67,SD,1699890680
427,saltillo,25.4167,-101.0,287.3,58,100,0.0,MX,1699890639
428,suomussalmi,64.8869,28.9078,269.29,85,100,4.7,FI,1699890680
429,rabo de peixe,37.8,-25.5833,292.88,94,75,4.12,PT,1699890681
430,kuta,-8.7233,115.1723,301.12,88,75,2.24,ID,1699890542
431,mahanje,-9.9333,35.3333,295.62,65,31,1.74,TZ,1699890681
432,namdrik,5.5994,168.1028,300.89,75,100,1.51,MH,1699890681
433,pisco,-13.7,-76.2167,294.83,88,75,4.63,PE,1699890681
434,rukban,-13.7,-76.2167,294.83,88,75,4.63,PE,1699890681
435,ramos arizpe,25.55,-100.9667,288.78,65,100,0.0,MX,1699890603
436,harstad,68.799,16.5293,270.71,51,4,7.6,NO,1699890682
437,greymouth,-42.4667,171.2,287.24,97,100,6.05,NZ,1699890664
438,el burgo de osma,41.5862,-3.0652,289.31,60,93,4.94,ES,1699890682
439,ta`u,-14.2336,-169.5144,300.85,77,100,2.68,AS,1699890683
440,ennis,52.8436,-8.9864,286.11,76,40,5.66,IE,1699890683
441,mount pleasant,32.7941,-79.8626,290.4,79,100,3.6,US,1699890519
442,mukachevo,48.4419,22.7179,281.95,74,99,1.88,UA,1699890683
443,bonthe,7.5264,-12.505,302.24,72,100,2.88,SL,1699890683
444,san luis de la loma,17.2706,-100.8939,302.29,68,17,0.94,MX,1699890684
445,asia,9.5506,122.5164,299.35,85,81,2.12,PH,1699890684
446,alexandria,31.2156,29.9553,297.45,69,4,4.92,EG,1699890417
447,pingliang,35.5392,106.6861,275.04,68,43,0.16,CN,1699890684
448,conde,-7.2597,-34.9075,303.85,58,75,5.66,BR,1699890684
449,amga,60.8953,131.9608,246.73,100,100,0.98,RU,1699890684
450,isny,47.7,10.0333,284.34,93,100,0.45,DE,1699890685
451,beloyarskiy,63.7119,66.6722,258.15,97,76,1.34,RU,1699890685
452,nyurba,63.2842,118.3319,256.63,98,99,2.34,RU,1699890685
453,bouca,6.5105,18.2733,299.42,80,59,0.62,CF,1699890685
454,kyaka,-1.2522,31.4203,300.05,91,98,0.89,TZ,1699890686
455,mili,6.0815,171.735,301.65,80,100,6.13,MH,1699890686
456,lochbuie,40.0072,-104.7161,287.46,44,20,3.09,US,1699890686
457,nyaunglebin,17.95,96.7333,298.0,89,60,1.87,MM,1699890687
458,ndele,8.4109,20.6473,300.18,71,98,0.79,CF,1699890687
459,taoudenni,22.6783,-3.9836,307.01,13,29,6.57,ML,1699890688
460,bamboo flat,11.7,92.7167,301.2,83,100,3.09,IN,1699890688
461,pelabuhanratu,-6.9875,106.5514,299.16,91,100,1.37,ID,1699890688
462,gornozavodsk,58.3758,58.3211,274.49,98,100,3.58,RU,1699890688
463,marka,1.7159,44.7717,301.13,76,30,3.99,SO,1699890689
464,fort bragg,35.139,-79.006,286.94,60,0,3.09,US,1699890614
465,vargem grande,-3.5431,-43.9158,313.72,23,85,1.75,BR,1699890689
466,konarka,19.9,86.1167,298.37,67,88,3.66,IN,1699890689
467,rio grande,-32.035,-52.0986,296.21,90,100,3.46,BR,1699890689
468,quillota,-32.8833,-71.2667,291.48,36,0,3.27,CL,1699890690
469,ribera,37.4984,13.2642,291.84,76,0,4.39,IT,1699890690
470,luderitz,-26.6481,15.1594,298.44,45,1,10.02,NA,1699890690
471,itanagar,27.1,93.6167,291.05,62,0,1.9,IN,1699890690
472,hihifo,27.1,93.6167,291.05,62,0,1.9,IN,1699890690
473,crixas,-14.5489,-49.9692,313.91,14,44,1.77,BR,1699890691
474,paracatu,-17.2222,-46.8747,312.22,14,97,3.0,BR,1699890691
475,castillos,-34.1667,-53.8333,288.55,95,100,5.23,UY,1699890691
476,muncar,-8.4333,114.3333,298.34,91,25,0.15,ID,1699890691
477,wenchang,30.904,118.4887,277.99,54,7,0.97,CN,1699890691
478,brisas de zicatela,15.8369,-97.0419,303.53,56,26,0.99,MX,1699890692
479,laayoune plage,15.8369,-97.0419,303.53,56,26,0.99,MX,1699890692
480,miyanoura,15.8369,-97.0419,303.53,56,26,0.99,MX,1699890692
481,taghazout,30.5426,-9.7112,307.58,30,3,3.62,MA,1699890692
482,santa sylvina,-27.8326,-61.1375,292.07,89,100,4.75,AR,1699890692
483,jaisalmer,26.9147,70.9181,297.9,23,100,3.03,IN,1699890693
484,pervomayskiy,53.2485,40.2871,279.16,78,100,7.05,RU,1699890693
485,gadzhiyevo,69.2551,33.3362,265.04,97,100,2.44,RU,1699890693
486,tangalle,6.024,80.7911,298.24,86,100,1.3,LK,1699890693
487,tura,25.5198,90.2201,292.49,82,0,1.54,IN,1699890693
488,cockburn town,21.4612,-71.1419,301.24,76,8,7.5,TC,1699890694
489,tsiombe,-25.3,45.4833,296.11,69,10,3.76,MG,1699890694
490,sishilichengzi,-25.3,45.4833,296.11,69,10,3.76,MG,1699890694
491,al abyar,32.19,20.5965,292.37,80,80,6.54,LY,1699890694
492,carnarvon,-24.8667,113.6333,293.71,74,8,4.86,AU,1699890694
493,tarrafal,15.2833,-23.7667,304.59,65,24,5.52,CV,1699890695
494,bardai,11.65,7.2333,304.82,16,47,3.2,NG,1699890695
495,le port,-20.9373,55.2919,297.15,97,34,0.84,RE,1699890695
496,roxas,11.5853,122.7511,299.9,87,89,2.03,PH,1699890695
497,kourou,5.1552,-52.6478,305.18,57,13,3.58,GF,1699890569
498,minas novas,-17.2186,-42.5903,313.21,13,3,2.81,BR,1699890696
499,dunedin,-45.8742,170.5036,284.71,91,85,2.11,NZ,1699890487
500,east ballina,-28.8667,153.5833,291.37,80,100,1.53,AU,1699890696
501,cox's bazar,21.4532,91.9798,296.02,83,13,2.41,BD,1699890696
502,tando muhammad khan,25.123,68.5358,299.3,17,100,2.78,PK,1699890697
503,yaren,-0.5472,166.916,300.09,83,100,7.85,NR,1699890697
504,tamanrasset,22.785,5.5228,301.1,10,0,1.54,DZ,1699890697
505,bhamo,24.2667,97.2333,294.16,73,8,0.64,MM,1699890697
506,yiyang,28.5892,112.3283,279.98,73,30,1.52,CN,1699890633
507,antsirabe afovoany,28.5892,112.3283,279.98,73,30,1.52,CN,1699890633
508,kolwezi,-10.7148,25.4667,292.41,87,100,0.98,CD,1699890698
509,el jadid,33.2549,-8.506,295.3,65,79,6.44,MA,1699890698
510,raja,8.4596,25.678,303.13,50,39,0.89,SS,1699890698
511,loango,-4.6719,11.8312,301.96,79,40,4.12,CG,1699890698
512,sampit,-2.5333,112.95,296.77,95,100,0.72,ID,1699890698
513,bentiu,9.2333,29.8333,304.35,44,51,0.92,SS,1699890698
514,kyzyl,51.7,94.45,263.16,80,100,0.45,RU,1699890699
515,hammerfest,70.6634,23.6821,271.4,74,0,3.6,NO,1699890699
516,agat village,13.3886,144.6585,301.67,86,40,5.66,GU,1699890699
517,xankandi,39.8177,46.7528,289.25,44,2,1.83,AZ,1699890699
518,mount gambier,-37.8333,140.7667,284.04,79,100,1.51,AU,1699890699
519,bechar,31.6167,-2.2167,301.33,17,0,3.09,DZ,1699890700
520,saguenay,48.4168,-71.0657,270.42,77,100,1.03,CA,1699890700
521,shimoda,34.6667,138.95,285.64,63,27,3.97,JP,1699890700
522,salinas,36.6777,-121.6555,285.11,88,100,3.09,US,1699890700
523,cable beach,36.6777,-121.6555,285.11,88,100,3.09,US,1699890700
524,aracuai,-16.8497,-42.0703,315.19,12,4,0.99,BR,1699890701
525,parkes,-33.1333,148.1833,287.79,40,55,1.12,AU,1699890701
526,malvan,16.0667,73.4667,300.63,68,84,4.17,IN,1699890701
527,mirnyy,62.5353,113.9611,263.28,85,100,1.79,RU,1699890701
528,kundiawa,-6.0167,144.9667,289.46,98,74,0.59,PG,1699890701
529,whyalla stuart,-6.0167,144.9667,289.46,98,74,0.59,PG,1699890701
530,datong,40.0936,113.2914,271.19,32,85,0.73,CN,1699890654
531,jinghong,21.991,100.7341,293.06,97,100,0.49,CN,1699890702
532,wanning,18.8003,110.3967,296.51,89,100,7.24,CN,1699890702
533,ciudad lazaro cardenas,17.9583,-102.2,302.01,68,8,0.63,MX,1699890593
534,nueva gerona,21.8833,-82.8,300.76,71,77,7.85,CU,1699890702
535,rumphi,-11.0186,33.8575,299.29,46,17,2.61,MW,1699890702
536,kalengwa,-13.4659,25.0027,298.77,48,60,3.11,ZM,1699890703
537,san patricio,28.017,-97.5169,291.07,95,100,6.17,US,1699890703
538,saint-lys,43.5167,1.2,294.76,49,100,1.03,FR,1699890703
539,ankang,32.68,109.0172,281.74,77,99,0.7,CN,1699890703
540,tosontsengel,48.7567,98.2839,259.39,86,100,0.49,MN,1699890703
541,la sarre,48.8002,-79.1996,273.53,99,100,5.29,CA,1699890704
542,monrovia,6.3005,-10.7969,303.02,80,100,2.41,LR,1699890704
543,al wajh,26.2455,36.4525,302.12,61,0,3.6,SA,1699890704
544,cozumel,20.5083,-86.9458,300.9,94,35,4.47,MX,1699890704
545,alesund,62.4723,6.1549,278.57,73,0,3.09,NO,1699890704
546,ipameri,-17.7219,-48.1597,312.8,13,40,1.68,BR,1699890705
547,devils lake,48.1128,-98.8651,274.23,90,0,1.54,US,1699890505
548,quimbaya,4.6231,-75.7628,296.53,83,75,1.54,CO,1699890705
549,moussoro,13.6408,16.4901,308.01,16,100,3.57,TD,1699890705
550,cacahoatan,14.9833,-92.1667,302.31,54,12,1.9,MX,1699890705
551,ugoofaaru,5.6667,73.0,301.26,72,80,1.3,MV,1699890705
552,moires,35.0532,24.8744,294.57,92,77,1.79,GR,1699890706
553,cagua,10.1863,-67.4594,302.95,54,91,2.25,VE,1699890706
554,fisterra,42.9049,-9.2629,292.05,96,100,11.33,ES,1699890706
555,nelson bay,-32.7167,152.15,290.93,91,2,3.13,AU,1699890706
556,shangri-la,-32.7167,152.15,290.93,91,2,3.13,AU,1699890706
557,sovetskaya gavan',48.9723,140.2878,264.32,81,87,3.58,RU,1699890706
558,brigantine,39.4101,-74.3646,282.64,59,0,1.54,US,1699890707
559,chinde,26.8418,88.0763,286.74,67,0,2.43,NP,1699890707
560,horta,38.5333,-28.6333,290.95,91,75,2.68,PT,1699890707
561,grand falls-windsor,48.9332,-55.6649,273.99,75,44,0.89,CA,1699890707
562,plastun,44.7561,136.2939,269.66,62,8,5.0,RU,1699890707
563,nakhon ratchasima,15.0,102.1667,296.5,94,84,3.29,TH,1699890707
564,mahuta,-10.8667,39.45,296.63,86,78,1.32,TZ,1699890708
565,lianzhou,24.7811,112.3825,281.8,90,100,1.56,CN,1699890708
566,jiayuguan,39.8167,98.3,273.4,39,25,1.79,CN,1699890708
567,san jose de jachal,-30.2406,-68.7469,292.04,16,0,3.48,AR,1699890708
568,sainte-anne-des-monts,49.124,-66.4924,272.08,80,98,3.6,CA,1699890708
569,sejenane,37.0572,9.2381,293.68,72,1,2.87,TN,1699890709
570,korla,41.7597,86.1469,279.9,59,96,1.46,CN,1699890709
571,satipo,-11.2522,-74.6386,301.71,77,15,0.52,PE,1699890709
572,bengkulu,-3.8004,102.2655,297.47,95,74,1.61,ID,1699890709
573,camaqua,-30.8511,-51.8122,293.21,97,100,0.62,BR,1699890709
574,cholpon-ata,42.6494,77.0823,276.18,45,5,2.49,KG,1699890710
575,sandnessjoen,66.0217,12.6316,270.21,80,0,1.03,NO,1699890710
576,kobelyaky,49.1489,34.1965,279.1,73,36,2.33,UA,1699890710
577,chiili,49.1489,34.1965,279.1,73,36,2.33,UA,1699890710
578,gurun,5.8172,100.4738,298.03,91,100,1.41,MY,1699890711
579,santiago,-33.4569,-70.6483,294.42,53,20,2.57,CL,1699890446
580,sungailiat,-1.85,106.1333,301.47,73,89,3.21,ID,1699890711
581,magadan,59.5667,150.8,257.03,74,69,5.34,RU,1699890711
582,glace bay,46.1969,-59.957,276.63,73,100,5.66,CA,1699890712
583,lobujya,27.95,86.8167,263.43,54,39,1.04,NP,1699890712
584,zyryanovsk,49.7386,84.2719,273.86,99,100,0.42,KZ,1699890712
585,aripuana,-9.1667,-60.6333,308.43,40,46,3.03,BR,1699890712
586,laurentides,46.4334,-74.9826,270.77,56,100,3.71,CA,1699890712
587,sompeta,18.9333,84.6,297.55,72,100,2.0,IN,1699890712
588,uturoa,-16.7333,-151.4333,300.23,78,43,2.11,PF,1699890713
589,djambala,-2.5447,14.7533,296.71,86,93,1.73,CG,1699890713
590,necochea,-38.5473,-58.7368,292.67,29,0,1.41,AR,1699890713
